year,site,mean_dayl.s_Jan,mean_srad.wm2_Jan,mean_tmax.c_Jan,mean_tmin.c_Jan,mean_vp.pa_Jan,sum_prcp.mm_Jan,mean_dayl.s_Feb,mean_srad.wm2_Feb,mean_tmax.c_Feb,mean_tmin.c_Feb,mean_vp.pa_Feb,sum_prcp.mm_Feb,mean_dayl.s_Mar,mean_srad.wm2_Mar,mean_tmax.c_Mar,mean_tmin.c_Mar,mean_vp.pa_Mar,sum_prcp.mm_Mar,mean_dayl.s_Apr,mean_srad.wm2_Apr,mean_tmax.c_Apr,mean_tmin.c_Apr,mean_vp.pa_Apr,sum_prcp.mm_Apr,mean_dayl.s_May,mean_srad.wm2_May,mean_tmax.c_May,mean_tmin.c_May,mean_vp.pa_May,sum_prcp.mm_May,mean_dayl.s_Jun,mean_srad.wm2_Jun,mean_tmax.c_Jun,mean_tmin.c_Jun,mean_vp.pa_Jun,sum_prcp.mm_Jun,mean_dayl.s_Jul,mean_srad.wm2_Jul,mean_tmax.c_Jul,mean_tmin.c_Jul,mean_vp.pa_Jul,sum_prcp.mm_Jul,mean_dayl.s_Aug,mean_srad.wm2_Aug,mean_tmax.c_Aug,mean_tmin.c_Aug,mean_vp.pa_Aug,sum_prcp.mm_Aug,mean_dayl.s_Sep,mean_srad.wm2_Sep,mean_tmax.c_Sep,mean_tmin.c_Sep,mean_vp.pa_Sep,sum_prcp.mm_Sep,mean_dayl.s_Oct,mean_srad.wm2_Oct,mean_tmax.c_Oct,mean_tmin.c_Oct,mean_vp.pa_Oct,sum_prcp.mm_Oct,mean_dayl.s_Nov,mean_srad.wm2_Nov,mean_tmax.c_Nov,mean_tmin.c_Nov,mean_vp.pa_Nov,sum_prcp.mm_Nov,mean_dayl.s_Dec,mean_srad.wm2_Dec,mean_tmax.c_Dec,mean_tmin.c_Dec,mean_vp.pa_Dec,sum_prcp.mm_Dec
2014,NEH2,33892.47516129032,233.2,5,-11.1,239,8.3,37468.3,281.7503571428571,-0.3499999999999999,-12.472857142857142,226.3957142857143,17.63,42195.12129032258,423.1693548387097,11.026129032258064,-6.338387096774194,226.72387096774193,17.38,47236.217,414.162,17.136,0.5723333333333334,315.238,19.68,51497.83967741935,434.92709677419356,22.206451612903226,6.669032258064516,647.1445161290322,73.83,53653.736,389.47366666666665,26.706,12.746333333333332,1450.7936666666667,228.39,52635.993870967744,431.7229032258065,29.40741935483871,14.414516129032258,1670.1687096774194,28.11,48922.87387096774,379.0441935483871,29.921935483870968,15.108387096774194,1724.6490322580646,135.73,44038.41333333333,360.7323333333333,24.642,9.524000000000001,1218.8783333333333,44.72,39007.91322580645,315.89677419354837,20.484516129032258,2.7051612903225806,761.2558064516129,20.62,34784.293666666665,232.89466666666667,8.468666666666667,-8.245,362.056,1.84,32736.572258064516,168.11032258064515,3.3803225806451613,-8.904516129032258,337.68612903225807,27.43
2014,NEH3,33853.26870967742,231.5,5.2,-9.9,259.5,8.7,37444.8,288.7557142857143,-0.7592857142857141,-13.247857142857143,225.4607142857143,31.470000000000002,42191.04096774194,409.8225806451613,10.26032258064516,-5.541290322580645,294.4541935483871,14.24,47252.706333333335,421.34066666666666,16.687666666666665,0.27466666666666667,352.932,15.799999999999999,51532.52483870968,429.8674193548387,21.98709677419355,6.325483870967742,564.6454838709677,57.78,53698.204666666665,421.55033333333336,26.688,11.949333333333334,1209.8906666666667,157.34,52675.78419354839,433.1667741935484,30.363548387096774,14.763548387096774,1651.1848387096775,10.879999999999999,48946.42548387097,386.8525806451613,30.31,14.59032258064516,1652.7974193548387,92.69,44041.81533333333,369.50733333333335,25.198333333333334,8.743666666666666,1134.5813333333333,43.54,38990.7735483871,308.64,20.403225806451612,2.865483870967742,767.2216129032258,21.68,34749.08833333333,222.38533333333334,7.85,-7.562666666666667,385.584,5.93,32692.058064516128,173.01903225806453,3.445161290322581,-9.359677419354838,317.49387096774194,25.240000000000002
2014,NYH1,33307.96709677419,201.6,-2.7,-12.9,264.4,56.6,37117.6,263.13642857142855,-2.3985714285714286,-12.4275,266.18,58.42,42134.51096774194,346.9087096774194,1.4493548387096773,-9.415483870967742,330.9932258064516,93.38,47481.362,406.61733333333336,13.029,0.3483333333333334,649.7853333333334,97.46,52014.56612903226,378.3867741935484,20.31290322580645,8.374193548387098,1133.7674193548387,91.62,54317.33433333333,375.069,25.068666666666665,13.266666666666666,1561.9376666666667,101.92,53229.24935483871,359.1658064516129,25.58451612903226,14.720645161290323,1707.159677419355,117.31,49273.224516129034,353.59,24.433870967741935,13.384193548387097,1553.1490322580646,136.34,44088.96366666667,338.27866666666665,22.221,9.993,1276.4843333333333,63.66,38753.1,206.4241935483871,15.814516129032258,6.792258064516129,1031.2325806451613,71.13,34259.789333333334,170.69366666666667,6.315666666666667,-1.318,589.4093333333333,63.260000000000005,32072.295483870967,120.55580645161291,2.39,-2.841290322580645,510.5461290322581,74.51
2014,NYH2,33307.96709677419,201.6,-2.7,-12.9,264.4,56.6,37117.6,263.13642857142855,-2.3985714285714286,-12.4275,266.18,58.42,42134.51096774194,346.9087096774194,1.4493548387096773,-9.415483870967742,330.9932258064516,93.38,47481.362,406.61733333333336,13.029,0.3483333333333334,649.7853333333334,97.46,52014.56612903226,378.3867741935484,20.31290322580645,8.374193548387098,1133.7674193548387,91.62,54317.33433333333,375.069,25.068666666666665,13.266666666666666,1561.9376666666667,101.92,53229.24935483871,359.1658064516129,25.58451612903226,14.720645161290323,1707.159677419355,117.31,49273.224516129034,353.59,24.433870967741935,13.384193548387097,1553.1490322580646,136.34,44088.96366666667,338.27866666666665,22.221,9.993,1276.4843333333333,63.66,38753.1,206.4241935483871,15.814516129032258,6.792258064516129,1031.2325806451613,71.13,34259.789333333334,170.69366666666667,6.315666666666667,-1.318,589.4093333333333,63.260000000000005,32072.295483870967,120.55580645161291,2.39,-2.841290322580645,510.5461290322581,74.51
2014,ONH1,33012.702580645164,176,-5.7,-14.2,241.5,99,36941.1,268.3542857142857,-5.7825,-15.491785714285715,210.10321428571427,56.86,42104.0664516129,381.96225806451616,-0.7964516129032259,-11.336129032258064,292.03548387096777,34.53,47604.61633333333,426.59633333333335,10.622666666666667,-0.36500000000000005,601.2826666666667,101.41,52275.26935483871,416.9067741935484,18.599354838709676,7.1167741935483875,1012.1029032258065,75.1,54653.081333333335,380.3813333333333,24.749666666666666,12.45,1461.991,61.63,53528.97935483871,366.31193548387097,23.63483870967742,12.64516129032258,1490.4706451612903,139.37,49449.563870967744,372.63548387096773,23.95193548387097,12.674516129032257,1483.7393548387097,62.370000000000005,44114.35533333333,318.56166666666667,20.583,9.099666666666666,1193.1963333333333,203.57,38624.97129032258,215.68032258064517,13.740967741935483,4.953870967741936,909.478064516129,73.35,33995.12933333333,166.77366666666666,4.146,-3.266,507.72133333333335,67.45,31736.199677419354,134.83322580645162,1.4209677419354838,-3.9906451612903227,469.0361290322581,32.35
2014,ONH2,33411.278387096776,193.7,-3.8,-12.5,275.6,67.4,37179.5,263.2467857142857,-3.820357142857143,-12.888571428571428,260.7789285714286,59.8,42145.191612903225,361.45129032258063,0.7319354838709677,-8.000967741935485,366.778064516129,28.47,47438.14133333333,394.0063333333333,11.554,1.4463333333333332,673.1586666666667,79.89,51923.2929032258,383.94193548387096,18.338387096774195,8.752258064516129,1133.5651612903225,99.82000000000001,54199.943333333336,374.7746666666667,24.769333333333332,14.872666666666667,1711.5883333333334,63.11,53124.38161290323,379.3483870967742,24.409032258064517,14.943870967741935,1720.1767741935485,131.76,49211.42032258064,362.1583870967742,24.67483870967742,15.503870967741936,1788.675806451613,46.72,44080.05733333333,328.38366666666667,21.342666666666666,11.690666666666667,1427.812,163.86,38798.02612903226,235.65387096774194,15.38516129032258,7.083225806451613,1042.3516129032257,63.910000000000004,34352.44033333333,173.00433333333334,5.807333333333333,-1.227,591.7503333333333,57.5,32189.80741935484,135.31709677419354,3.1993548387096773,-1.7948387096774194,552.5238709677419,28.580000000000002
2014,TXH1,36955.68096774194,288.4,15.6,0.7,673.9,30.4,39330.3,309.12642857142856,16.617857142857144,4.209642857142857,882.5660714285714,31.119999999999997,42519.14709677419,401.58,20.326129032258066,6.183870967741935,948.3535483870968,44.379999999999995,45930.045,426.9596666666667,25.837,13.036999999999999,1268.2930000000001,33.54,48778.375483870965,399.22064516129035,29.1,16.643870967741936,1797.6345161290324,225.34,50194.97,393.7416666666667,32.89366666666667,22.636333333333333,2756.1523333333334,41.23,49528.746451612904,413.1093548387097,34.395161290322584,22.43709677419355,2719.0564516129034,121.53,47063.36935483871,405.8658064516129,35.83870967741935,22.955161290322582,2797.3625806451614,10.66,43768.112,350.5246666666667,32.974333333333334,20.667,2434.9266666666667,145.66,40365.07419354839,351.02290322580643,29.226774193548387,15.226774193548387,1768.5070967741935,55.47,37543.54666666667,281.55833333333334,19.196333333333335,5.923333333333333,986.9003333333334,136.13,36198.70580645162,227.80548387096775,17.560967741935485,7.328387096774193,1064.8345161290322,106.27
2014,TXH2,36000.30870967742,296,12.3,-7.6,295.7,0,38745.8,338.3732142857143,12.450714285714286,-4.820714285714286,203.36535714285714,3.34,42417.057096774195,440.338064516129,18.232580645161292,-2.215161290322581,195.90032258064517,5.82,46340.86266666667,470.235,23.35,4.273333333333333,306.98966666666666,9.57,49628.352580645165,462.4948387096774,27.901612903225807,10.168387096774193,666.8222580645162,106.92,51270.76033333333,419.72333333333336,31.243,16.897666666666666,1792.8223333333333,136.47,50497.57387096774,408.3322580645161,30.71741935483871,18.129354838709677,2085.7599999999998,80.85,47647.063548387094,441.3809677419355,32.82225806451613,17.50709677419355,2006.3835483870967,49.16,43853.282,322.894,25.9,15.201,1752.895,139.92,39938.30322580645,369.9645161290323,24.453225806451613,7.714838709677419,1067.2616129032258,20.71,36681.315,292.86066666666665,14.446,-1.9546666666666668,573.9566666666667,39.71,35121.89387096774,226.96064516129033,10.701612903225806,-2.138387096774194,546.5861290322581,3.57
2014,WIH1,33182.52387096774,193.4,-7.1,-18.7,164.4,26.8,37042.6,289.30321428571426,-6.291071428571429,-17.959642857142857,166.44178571428571,32.72,42121.56193548387,378.51774193548385,2.3570967741935482,-9.699032258064516,304.6,34.02,47533.77566666667,408.29,12.559666666666667,0.30533333333333335,587.5233333333333,158.56,52125.35129032258,414.54387096774195,20.989032258064515,8.158064516129032,1119.0435483870967,84.92,54459.93233333333,352.2873333333333,26.189666666666668,14.940333333333333,1718.0356666666667,271.64,53356.58483870968,405.6996774193548,25.103870967741937,13.548064516129033,1567.0829032258064,38.66,49348.195806451615,356.7951612903226,26.695806451612903,15.250645161290322,1754.4154838709678,115.99,44099.764,340.162,21.561333333333334,8.925333333333333,1177.4516666666666,109.64,38698.61483870968,242.31387096774193,14.511290322580646,3.7241935483870967,819.61,77.66,34147.323333333334,190.43233333333333,2.4923333333333337,-6.659666666666666,407.97933333333333,54.96,31929.549677419353,142.3625806451613,0.3970967741935484,-5.726129032258065,428.78709677419357,30.61
2015,DEH1,34681.64387096774,203,5.8,-3.3,497.5,131.2,37944.4,314.7839285714286,3.083214285714286,-7.684285714285714,364.13142857142856,81.66,42277.62774193548,365.62774193548387,10.707096774193548,-0.47645161290322585,617.731935483871,120.49,46902.960333333336,389.13233333333335,18.676666666666666,6.688,1005.6533333333333,98.3,50798.95483870968,407.4522580645161,25.694193548387098,14.10483870967742,1663.5332258064516,35.32,52759.836,340.6166666666667,28.019666666666666,18.770333333333333,2202.6286666666665,190.6,51835.21161290322,369.98290322580647,29.84225806451613,20.37451612903226,2415.6690322580644,112.49,48447.35612903226,378.76870967741934,29.550645161290323,18.65741935483871,2172.112258064516,96.7,43969.59333333333,316.64300000000003,27.642,17.544666666666668,2032.1463333333334,71.08,39354.256129032256,295.5551612903226,19.75483870967742,8.890322580645162,1176.8829032258063,123.9,35493.57633333333,215.127,17.208333333333332,5.886,977.9883333333333,85.96,33631.367741935486,170.48387096774195,15.810967741935483,6.3348387096774195,1018.6896774193548,118.66
